iteration,CAPEX,EFFICIENCY,H2_PRICE,LIFETIME_HOURS,VOM,WACC,lcoh_$/kg,utilization_%,h2_production_kg,h2_production_tonnes,npv_$,npv_$m,payback_years,annual_cash_flow
82,1282.7683120467889,51.344624488470984,3.4320654194916163,85058.69197443561,7.308210523941919,0.05,1.694122893926949,25.644977168949772,52504035.75558956,52504.03575558956,1705774772.0398667,1705.7747720398668,0.972499248282937,131904298.57006767
83,968.3724406219005,46.63744166547927,3.951130075629489,79516.66844423901,7.613070665836162,0.06337668000272745,2.3047763901583034,42.98896499238965,96896395.65595928,96896.39565595928,2543892633.3490567,2543.8926333490567,0.4513311858122651,214559168.75744164
84,922.662257544323,54.90168360853269,4.069179107079548,84781.77140749652,4.972646683850955,0.07351662644899146,2.0260857798086565,33.8822298325723,64874148.949531466,64874.14894953147,1828587025.3022625,1828.5870253022626,0.5386073440159576,171305175.8011281
85,970.9732656354355,57.0,3.5992552404035987,60000.0,3.5874495412091885,0.05,1.7246596662293912,25.553652968036527,47126315.78947368,47126.31578947368,1741747799.4782133,1741.7477994782132,0.736627934322168,131813256.10858187
86,1194.1758335380766,50.93061521610597,5.081810729559914,70303.52512660666,5.991283623095628,0.07107188307588116,2.980476418630921,50.39668949771689,104017985.59709308,104017.98559709308,3423657390.9212775,3423.6573909212775,0.3870116148689053,308563306.02444243
87,1101.7782997714003,53.06048604015697,5.374555126272092,66799.4694597764,5.653658279418544,0.07199054009608628,3.129668972765707,51.972983257229835,102965509.88743709,102965.50988743709,3550700098.3652096,3550.7000983652097,0.34295728207597226,321258173.3509695
88,966.5627679066914,51.34483538132653,4.569675661407544,86021.74858093658,6.375359533826454,0.055088002282064646,2.613457821878864,47.61796042617961,97489844.16493958,97489.84416493958,3195370422.3483872,3195.3704223483874,0.3913913180976615,246955597.43241698
89,1130.8396207153537,48.08857454677872,5.451350334114457,71548.69782968501,5.735030867265137,0.07341012556687555,3.207737249329788,62.55802891933029,136749738.6224876,136749.7386224876,4513183739.682501,4513.183739682501,0.2753109858629852,410749907.8435402
90,1065.2897140223163,45.0,4.186628582201202,82608.6590110385,5.5483482501087185,0.07009404437297542,2.385482367178416,49.19615677321157,114922222.22222222,114922.22222222222,3063602346.6451254,3063.602346645125,0.3892444493197824,273681414.31019646
91,1202.5615860089301,48.12044418897091,4.465461291028931,79822.71248239774,6.431347941598709,0.05498969426584882,2.6348625390339144,47.580859969558595,103941268.29665421,103941.2682966542,3421069278.1064386,3421.0692781064386,0.452724980375392,265627398.11966777
92,939.4266377143169,45.320809805716934,3.997428771394585,67239.23757452687,6.546743985441419,0.08158646289047161,2.3790057883982803,45.94748858447489,106573559.04948384,106573.55904948384,2420444049.5043383,2420.444049504338,0.3914881449885725,239962984.76464432
93,998.3932119108515,57.0,5.023781285061553,69717.37611021344,4.3560879515056765,0.08055695781407435,2.9251907394310903,46.80270167427702,86314035.08771929,86314.0350877193,2559347112.7370343,2559.3471127370344,0.3968276892003566,251593635.99921757
94,988.2429658816852,50.53035244879318,4.664673931959056,86644.35921733253,4.826299895609844,0.06634931270566026,2.6034538109320238,50.087519025875196,104198758.66363068,104198.75866363068,3196077278.244087,3196.077278244087,0.3595832668723859,274830076.07036597
95,819.4963956691913,49.58864913748754,5.011882225468611,68020.65616184028,5.41288580858684,0.06749787532526302,2.804408802037818,54.742199391171994,116044701.76320592,116044.70176320591,3785184805.9894514,3785.1848059894514,0.2517697235350155,325494417.74130476
96,1096.6389436376708,54.627747605134246,5.2437062561055,76123.80849175931,5.581211039737782,0.07915092561370135,3.0183444899186047,50.05707762557078,96324674.37675291,96324.67437675291,2994956901.9788904,2994.9569019788905,0.3779407880073642,290161575.1556042
97,1091.1162053683327,46.42325550034798,4.897798700025232,67957.128423062,5.313563857234395,0.06747164439679125,2.821529413172588,55.131278538812786,124838293.59956367,124838.29359956368,4073619401.6455517,4073.6194016455515,0.3097574609480085,352248563.1270951
98,1050.8053694211876,47.871194724941425,5.035278934778179,72174.43031775726,5.858220921736056,0.05,2.880395210503863,55.55460426179605,121991941.7836745,121991.9417836745,4777765550.366737,4777.765550366737,0.3020397574986201,347902997.3151758
